0 0 0 ..I...BBI.K.GHAAKLGHDDKLG..JEEFF.J..
1 1 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEEFF.J.. K99 
1 1 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEEFF.J.. K99 L98 
1 1 0 ..I...BBI.K.GHAAKLGHDDKLG..JEE.FFJ.. K99 L98 F99 
1 1 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEEFF.J.. K99 L98 F99 H99 
1 1 0 ..I...BBI.KLGHAAKLGHDDK.G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEE.FFJ.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K..HAAKLGHDDKLG..JEEGFFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I...BBI.KLGHAAKLGHDDK.G..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEEFF.J.. K99 L99 F99 H99 G99 D99 
2 2 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KL.HAAK.GHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K..HAAKLGHDD.LG..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K...AAKLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KL.HAAKLGHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I...BBI.KL..AAKLGHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLGAA.K.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I...BBI.K..AA.KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.KL.HAAKLGHDD..G..JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.K...AAKLGHDD.LGH.JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K..HAAKLGH.DDLG..JEEGFFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KL.HAAK.GHDD..G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I...BBI.K.AA..KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I..LBBI.KL..AAK.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
5 5 0 ..I..LBBI.KLAA..K.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
11 11 0 ..IJK.BBIJK.G.AAKLGHDD.LGHEE...FF... K98 L95 F97 H98 G99 D95 A98 J94 I97 E97 B99 
11 11 0 ..IJK.BBIJK..AA.KLGHDD.LGHEE..GFF... K98 L95 F97 H98 G99 D95 A98 J94 I97 E97 B99 
11 11 0 ..IJ..BBIJK.GAA.KLGHDDKLGHEE...FF... K98 L95 F97 H98 G99 D95 A98 J94 I97 E97 B99 
11 11 0 ..IJ..BBIJ..GAA.KLGHDDKLGHEEK..FF... K97 L95 F97 H98 G99 D95 A98 J94 I97 E97 B99 
11 11 0 ..IJ..BBIJ..GAA..LGHDDKLGHEEK..FF.K. K96 L95 F97 H98 G99 D95 A98 J94 I97 E97 B99 
11 11 0 ..IJK.BBIJKLAA..KLG..DD.GH..EEGHFF.. K96 L95 F97 H98 G99 D95 A98 J96 I97 E97 B99 
11 11 0 ..IJK.BBIJKL..AAKLGH.DD.GHEE..G...FF K96 L95 F97 H98 G99 D95 A98 J96 I97 E98 B99 
11 11 0 ..IJK.BBIJKL.HAAKLGH.DD.G...EEG..FF. K96 L95 F97 H98 G99 D95 A98 J96 I97 E98 B99 
11 11 0 ....K.BB.JKLAAIJKLGHIDD.GH..EEG..FF. K96 L95 F97 H98 G99 D97 A98 J96 I97 E98 B99 
11 11 0 ....K.BB.JKLAAIJKLG.I.DDGH..EEGH.FF. K96 L95 F97 H98 G99 D97 A98 J96 I97 E98 B99 
11 11 0 ....K..BBJKLAAIJKLGHI.DDGH..EEG..FF. K96 L95 F97 H98 G99 D97 A98 J96 I97 E98 B99 
11 11 0 ....K.BBIJKLAAIJKLGH.DD.GHEE..GFF... K96 L95 F97 H98 G99 D97 A98 J96 I97 E98 B99 
11 11 0 ....K.BBIJKLAAIJKLGHDD..GHEE..GFF... K96 L95 F97 H98 G99 D96 A98 J96 I97 E98 B99 
11 11 0 ....KLBBIJKLAAIJK.GH..DDGHEE..GFF... K96 L98 F97 H98 G99 D96 A98 J96 I97 E98 B99 
11 11 0 ...JKLBB.JKLAAI.K.GHI.DDGHEE..GFF... K96 L98 F97 H98 G99 D96 A98 J96 I97 E98 B99 
11 11 0 ....KLBB.JKLAAIJK.GHIDD.GHEE..GFF... K96 L98 F97 H98 G99 D97 A98 J96 I97 E98 B99 
11 11 0 ....KL.BBJKLAAIJK.GHI.DDGHEE..GFF... K96 L98 F97 H98 G99 D97 A98 J96 I97 E98 B99 
11 11 0 ..I.KLBBIJKLAA.JK.GH..DDGHEE..GFF... K96 L98 F97 H98 G99 D97 A98 J96 I96 E98 B99 
11 11 0 ....KLBB.JKLAA.JK.G..DD.GHI.EEGHIFF. K96 L98 F97 H98 G99 D97 A98 J96 I96 E98 B99 
11 11 0 ..IJK.BBIJKLGHAAKLGHDD..G.EE...FF... K96 L98 F97 H98 G99 D97 A98 J96 I96 E98 B99 
11 11 0 ..IJK.BBIJK.GHAAKLGHDD.LG...EE...FF. K96 L98 F97 H98 G99 D97 A98 J96 I96 E98 B99 
11 11 0 ..IJK.BBIJK.GHAAKLGHDD.LG...EE....FF K96 L98 F96 H98 G99 D97 A98 J96 I96 E98 B99 
11 11 0 ..IJK.BBIJK.GHAAKLGHDD.LG..EE.FF.... K96 L98 F96 H98 G99 D97 A98 J96 I96 E99 B99 
11 11 0 ..IJK.BBIJK.GHAAKLGHDD.LG.EE..FF.... K96 L98 F96 H98 G99 D97 A98 J96 I96 E98 B99 
11 11 0 ..IJK.BBIJK.GHAAKLGHDD.LGEE...FF.... K96 L98 F96 H98 G99 D97 A98 J96 I96 E97 B99 
11 11 0 ..IJKLBBIJKLGHAAK.GHDD..G...EEFF.... K96 L94 F96 H98 G99 D97 A98 J96 I96 E97 B99 
11 11 0 ..IJ..BBIJK.GHAAKLGHDDKLG...EEFF.... K98 L94 F96 H98 G99 D97 A98 J96 I96 E97 B99 
11 11 0 ..I.K.BBIJKLAA.JKLGH.DD.GHEE..G...FF K98 L94 F96 H98 G99 D97 A98 J96 I96 E97 B99 
11 11 0 ..I.K.BBIJKLAA.JKLGH.DD.GH.EE.GFF... K98 L94 F96 H98 G99 D97 A98 J96 I96 E97 B99 
11 11 0 ..I.K.BBIJKLAA.JKLGHDD..GHEE..GFF... K98 L94 F96 H98 G99 D96 A98 J96 I96 E97 B99 
11 11 0 ..I.KLBBIJKLAA.JK.GH.DD.GHEE..GFF... K98 L98 F96 H98 G99 D96 A98 J96 I96 E97 B99 
11 11 0 ..I.K.BBIJK.AA.JKLGH.DDLGHEE..GFF... K98 L98 F96 H98 G99 D96 A98 J96 I96 E97 B99 
11 11 0 ..I.K.BBIJK.AA.JK.GH.DDLGHEE.LGFF... K98 L97 F96 H98 G99 D96 A98 J96 I96 E97 B99 
11 11 0 ..I.K.BBIJK.AA.JK.GH.DD.GHEE.LGFF..L K98 L96 F96 H98 G99 D96 A98 J96 I96 E97 B99 
11 11 0 ....K.BB.JKLAAIJKLGHIDD.GHEE..GFF... K98 L96 F96 H98 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ....KL..BBKLAAI.K.G.IJDDGH.JEEGH.FF. K98 L98 F96 H98 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ....K...BBKLAAI.KLGHIJDDGH.JEEG..FF. K98 L98 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ..I..LBBIJ.LGAAJ..GHDDK.GHEEK...FFK. K98 L98 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ..I...BBIJ..GAAJ.LGHDDKLGHEEK...FFK. K98 L98 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ..I...BBIJ..GAAJ..GHDDKLGHEEKL..FFK. K98 L97 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ..I...BBIJ..GAAJ..GHDDK.GHEEKL..FFKL K98 L96 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ..I...BBIJ.L.AAJ.LGHDDK.GHEEK.G.FFK. K98 L96 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ..I...BBIJ.LGAAJKLGHDDK.GHEEK...FF.. K95 L96 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ..I...BBIJKLGAAJKLGHDDK.GHEE....FF.. K94 L96 F96 H97 G99 D96 A98 J96 I98 E97 B99 
11 11 0 ....K.BB.JKL.AAJKLG.I.DDGHI.EEGH..FF K94 L96 F96 H97 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..IJK.BBIJK.G.AAK.GHDD.LGHEE.L..FF.. K94 L96 F98 H97 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..IJKLBBIJKLG.AAK.GH.DD.GHEE...FF... K94 L98 F98 H97 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..I..LBBIJ.LGAAJK.GHDDK.GHEEK.....FF K94 L98 F98 H97 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..I...BBIJ..GAAJKLGHDDKLGHEEK.....FF K94 L98 F98 H97 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..I...BBIJ..GAAJK.GHDDKLGHEEKL....FF K94 L97 F98 H97 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..I...BBIJ.LGAAJKLG.DDK.GHEEK..H..FF K94 L97 F98 H98 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..I...BBIJ.L.AAJKLGHDDK.GHEEK.G...FF K94 L97 F98 H98 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..I...BBIJKLGAAJKLGHDDK.GHEE......FF K96 L97 F98 H98 G99 D96 A98 J97 I98 E97 B99 
11 11 0 ..I.K.BBIJKL.AAJKLGH.DD.GHEE..G...FF K96 L97 F98 H98 G99 D95 A98 J97 I98 E97 B99 
11 11 0 ..I.K.BBIJK..AAJKLGHDD.LGHEE..G...FF K96 L98 F98 H98 G99 D95 A98 J97 I98 E97 B99 
11 11 0 ..IJK.BBIJKLG.AAKLGH.DD.GHEE.....FF. K96 L98 F97 H98 G99 D95 A98 J97 I98 E97 B99 
11 11 0 ..I.K.BBIJKLAA.JKLGHDD..GHEE..G...FF K96 L98 F97 H98 G99 D95 A98 J97 I98 E97 B99 
11 11 0 ..I.K.BBIJKL.AAJKLG.DD..GHEE..GH..FF K96 L98 F97 H98 G99 D95 A98 J97 I98 E97 B99 
11 11 0 ..I...BBIJKL.AAJKLGHDDK.GHEE..G...FF K98 L98 F97 H98 G99 D95 A98 J97 I98 E97 B99 
11 11 0 ..I.K.BBIJK.GAAJKLG.DD.LGH.EE..HFF.. K98 L98 F97 H98 G99 D95 A98 J97 I98 E99 B99 
11 11 0 ....KLBB..KLAAIJK.GHIJDDGHEE..G.FF.. K98 L98 F97 H98 G99 D95 A98 J97 I98 E98 B99 
11 11 0 ..IJK.BBIJK.AA..KLGH.DDLGHEE..GFF... K98 L98 F97 H98 G99 D95 A98 J97 I98 E98 B99 
11 11 0 ....KLBB..KLAAIJK.GHIJDDGH.EE.G.FF.. K98 L98 F97 H98 G99 D95 A98 J97 I98 E99 B99 
11 11 0 ..I.K.BBIJK.GAAJKLG.DD.LGHEE...H..FF K98 L98 F97 H98 G99 D95 A98 J97 I98 E99 B99 
11 11 0 ..I...BBIJK.GAAJKLGHDDKLGHEE......FF K98 L98 F97 H98 G99 D95 A98 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJKLG.AAKLGH.DD.GH.EE..FF... K98 L98 F97 H98 G99 D95 A98 J97 I98 E97 B99 
11 11 0 ..IJK.BBIJK...AAKLGH.DDLGH..EEGFF... K98 L98 F97 H98 G99 D95 A96 J97 I98 E97 B99 
11 11 0 ..IJKLBBIJKLAA..K.GH..DDGH.EE.G...FF K98 L98 F96 H98 G99 D95 A96 J97 I98 E97 B99 
11 11 0 ...JK.BBIJK.AAI.KLGH.DDLGH..EEGFF... K98 L98 F96 H98 G99 D95 A96 J97 I99 E97 B99 
11 11 0 ....KLBB..KLAA.JK.G..JDDGHIEE.GHIFF. K98 L98 F96 H98 G99 D95 A96 J97 I99 E99 B99 
11 11 0 ....K...BBKLGAA.KLGHI.DDGHIJEE.FFJ.. K98 L98 F96 H98 G98 D95 A96 J97 I99 E99 B99 
11 11 0 G...K.G.BBKLGAA.KL.HI.DD.HIJEE.FFJ.. K98 L98 F96 H98 G96 D95 A96 J97 I99 E99 B99 
11 11 0 ....K.BB.JKLGAAJKLGHI.DDGHI.EE.FF... K98 L98 F96 H98 G96 D95 A96 J97 I99 E99 B99 
11 11 0 ...JK.BB.JKLGAA.KLGHI.DDGHI.EE.FF... K98 L98 F96 H98 G96 D95 A96 J96 I99 E99 B99 
11 11 0 ....K.BB..KLGAA.KLGHIDD.GHIJEE.FFJ.. K98 L98 F96 H98 G96 D97 A96 J96 I99 E99 B99 
11 11 0 ....K.BB..KLG.AAKLGHI.DDGHIJEE.FFJ.. K98 L98 F96 H98 G96 D97 A96 J96 I99 E99 B99 
11 11 0 ....K..BB.KLGAA.KLGHI.DDGHIJEE.FFJ.. K98 L98 F96 H98 G96 D97 A96 J96 I99 E99 B99 
11 11 0 ....K.BBIJKLAAIJKLGH..DDGHEE..G...FF K98 L98 F96 H98 G96 D97 A96 J96 I99 E99 B99 
11 11 0 ....K.BB.JKLAAIJKLGHI.DDGHEE..G...FF K98 L98 F96 H98 G96 D97 A96 J96 I98 E99 B99 
11 11 0 ..IJKLBBIJKLGHAAK.GH.DD.G.EE....FF.. K98 L98 F98 H98 G96 D97 A96 J96 I98 E99 B99 
11 11 0 ..IJKLBBIJKLGHAAK.GH.DD.G.EE.....FF. K98 L98 F97 H98 G96 D97 A96 J96 I98 E99 B99 
11 11 0 ..IJKLBBIJKLGHAAK.GH.DD.G.EE......FF K98 L98 F96 H98 G96 D97 A96 J96 I98 E99 B99 
11 11 0 ..IJKLBBIJKLGHAAK.GH.DD.G..EE.FF.... K98 L98 F96 H98 G96 D97 A96 J96 I98 E97 B99 
11 11 0 ..IJKLBBIJKLGHAAK.GHDD..G.EE..FF.... K98 L98 F96 H98 G96 D96 A96 J96 I98 E97 B99 
11 11 0 ..IJKLBBIJKLGHAAK.GH..DDG.EE..FF.... K98 L98 F96 H98 G96 D96 A96 J96 I98 E97 B99 
11 11 0 ..IJK.BBIJKLGHAAKLGH.DD.G.EE..FF.... K98 L97 F96 H98 G96 D96 A96 J96 I98 E97 B99 
11 11 0 ..IJK.BBIJK.GHAAKLGH.DDLG.EE..FF.... K98 L96 F96 H98 G96 D96 A96 J96 I98 E97 B99 
11 11 0 ..IJK.BBIJK.GHAAK.GH.DDLG.EE.LFF.... K98 L95 F96 H98 G96 D96 A96 J96 I98 E97 B99 
11 11 0 ..IJK.BBIJK.GHAAK.GH.DD.G.EE.LFF...L K98 L94 F96 H98 G96 D96 A96 J96 I98 E97 B99 
11 11 0 ....K..BB.KLAAIJKLGHIJDDGH..EEGFF... K98 L94 F96 H98 G96 D96 A96 J96 I96 E97 B99 
11 11 0 ..IJKLBBIJKLGAA.K.G..DD.GH.EE..HFF.. K98 L94 F96 H98 G96 D96 A96 J96 I96 E97 B99 
11 11 0 ...JK.BB.JKL.AA.KLGHI.DDGHI.EEG..FF. K98 L94 F97 H98 G96 D96 A96 J96 I96 E97 B99 
11 11 0 ...JK.BB.JKL.AA.KLGHI.DDGHI.EEG...FF K98 L94 F96 H98 G96 D96 A96 J96 I96 E97 B99 
11 11 0 ...JK.BB.JKL.AA.KLGHI.DDGHIEE.GFF... K98 L94 F96 H98 G96 D96 A96 J96 I96 E99 B99 
11 11 0 ...JK.BB.JKL.AA.KLGHIDD.GHI.EEGFF... K98 L94 F96 H98 G96 D97 A96 J96 I96 E99 B99 
11 11 0 ...JKLBB.JKL.AA.K.GHI.DDGHI.EEGFF... K98 L98 F96 H98 G96 D97 A96 J96 I96 E99 B99 
11 11 0 ...JK.BB.JKL..AAKLGHI.DDGHI.EEGFF... K98 L98 F96 H98 G96 D97 A96 J96 I96 E99 B99 
11 11 0 ...JK..BBJKL.AA.KLGHI.DDGHI.EEGFF... K98 L98 F96 H98 G96 D97 A96 J96 I96 E99 B99 
11 11 0 ....K.BB..KL.AA.KLGH..DDGHIJEEG.IJFF K98 L98 F96 H98 G96 D97 A97 J96 I96 E99 B99 
11 11 0 ....K.BB..KL..AAKLGH..DDGHIJEEG.IJFF K98 L98 F96 H98 G96 D97 A96 J96 I96 E99 B99 
11 11 0 ....K..BB.KLAA..KLGH..DDGHIJEEG.IJFF K98 L98 F96 H98 G96 D97 A96 J96 I96 E99 B99 
11 11 0 ....K...BBKLAA..KLGH..DDGHIJEEG.IJFF K98 L98 F96 H98 G96 D97 A96 J96 I96 E99 B98 
11 11 0 ....K.BB..KLAAI.KLGHI.DDGH.JEEG..JFF K98 L98 F96 H98 G96 D97 A96 J96 I94 E99 B98 
11 11 0 ....K.BB..KL.AAJKLGH.JDDGHI.EEG.I.FF K98 L98 F96 H98 G96 D97 A96 J98 I94 E99 B98 
11 11 0 ..IJ.LBBIJKLGAA.K.GHDDK.GH.EE....FF. K98 L98 F96 H98 G96 D97 A96 J96 I94 E99 B98 
11 11 0 ..I...BBIJK.GAAJKLG.DDKLGH..EE.H.FF. K98 L96 F96 H98 G96 D97 A96 J96 I94 E99 B98 
11 11 0 ....K.BB.JKL.AAJKLGH..DDGHI.EEG.I.FF K98 L96 F96 H98 G96 D97 A96 J97 I94 E99 B98 
11 11 0 ...JK.BB.JKL.AA.KLGH..DDGHI.EEG.I.FF K98 L96 F96 H98 G96 D97 A96 J96 I94 E99 B98 
11 11 0 ....KLBB..KL.AA.K.GH.JDDGHIJEEG.I.FF K98 L98 F96 H98 G96 D97 A96 J96 I94 E99 B98 
11 11 0 ....K.BB..KLGAA.KLGH.JDDGHIJEE..I.FF K98 L98 F96 H98 G98 D97 A96 J96 I94 E99 B98 
11 11 0 ....K..BB.KL.AA.KLGH.JDDGHIJEEG.I.FF K98 L98 F96 H98 G98 D97 A96 J96 I94 E99 B99 
11 11 0 ....K...BBKL.AA.KLGH.JDDGHIJEEG.I.FF K98 L98 F96 H98 G98 D97 A96 J96 I94 E99 B98 
11 11 0 ....K.BB..KL.AA.KLGHIJDDGHIJEEG...FF K98 L98 F96 H98 G98 D97 A96 J96 I95 E99 B98 
11 11 0 ....K.BB..KL.AA.KLGH.JDDGHIJEEG.IFF. K98 L98 F95 H98 G98 D97 A96 J96 I95 E99 B98 
11 11 0 ....K..BB.KL..AAKLGH.JDDGHIJEEG.I.FF K98 L98 F95 H98 G98 D97 A96 J96 I95 E99 B98 
11 11 0 ....K..BB.KLAA..KLGHIJDDGHIJEEG...FF K98 L98 F95 H98 G98 D97 A96 J96 I95 E99 B98 
11 11 0 ....K.BB..KL.AAJKLG.IJDDGHI.EEGH..FF K98 L98 F95 H98 G98 D97 A96 J98 I95 E99 B98 
11 11 0 ....KL.BBJKLAA.JK.G.I.DDGHI.EEGHFF.. K98 L98 F95 H98 G98 D97 A96 J97 I95 E99 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GHDD..GHEE.L..FF.L K98 L98 F98 H98 G98 D97 A96 J97 I95 E99 B98 
11 11 0 ....KL.BB.KLAA.JK.G.IJDDGHI.EEGHFF.. K98 L98 F98 H98 G98 D97 A96 J98 I95 E99 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GH..DDGHEE.L.FF..L K98 L98 F98 H98 G98 D94 A96 J98 I95 E99 B98 
11 11 0 ....KLBBI.KLAAI.K.G..DD.GH.JEEGH.JFF K98 L98 F98 H98 G98 D94 A96 J98 I99 E99 B98 
11 11 0 ....KLBB..KLAAI.K.G.IDD.GH.JEEGH.JFF K98 L98 F98 H98 G98 D94 A96 J98 I98 E99 B98 
11 11 0 ....KLBB..KLAA..K.G.IDD.GHIJEEGH.JFF K98 L98 F98 H98 G98 D94 A96 J98 I97 E99 B98 
11 11 0 ....KLBB..KLAA..K.G..DD.GHIJEEGHIJFF K98 L98 F98 H98 G98 D94 A96 J98 I96 E99 B98 
11 11 0 ...JKLBBIJKLAAI.K.GH.DD.GHEE..GFF... K98 L98 F98 H98 G98 D97 A96 J98 I96 E99 B98 
11 11 0 ...JKLBBIJKLAAI.K.GHDD..GHEE..GFF... K98 L98 F98 H98 G98 D96 A96 J98 I96 E99 B98 
11 11 0 ...JKLBBIJKLAAI.K.GH..DDGH.EE.G.FF.. K98 L98 F98 H98 G98 D96 A96 J98 I96 E99 B98 
11 11 0 ...JKLBBIJKLAAI.K.GH..DDGHEE..G.FF.. K98 L98 F98 H98 G98 D96 A96 J98 I96 E98 B98 
11 11 0 ....KLBBIJKLAAIJK.GH..DDGH..EEG.FF.. K98 L98 F98 H98 G98 D96 A96 J95 I96 E98 B98 
11 11 0 ....KLBBI.KLAAIJK.GH.JDDGH..EEG.FF.. K98 L98 F98 H98 G98 D96 A96 J94 I96 E98 B98 
11 11 0 ...JKLBBIJKLAAI.K.GH.DD.GH..EEG.FF.. K98 L98 F98 H98 G98 D97 A96 J94 I96 E98 B98 
11 11 0 ...JKLBBIJKLAAI.K.GHDD..GH..EEG.FF.. K98 L98 F98 H98 G98 D96 A96 J94 I96 E98 B98 
11 11 0 ...JK.BBIJKLAAI.KLGH..DDGH..EEG.FF.. K98 L97 F98 H98 G98 D96 A96 J94 I96 E98 B98 
11 11 0 ...JKLBBIJKLAAI.K.G...DDGH..EEGHFF.. K98 L97 F98 H98 G98 D96 A96 J94 I96 E98 B98 
